spp_code,stories,below_crown_height,height,estimated_height,DBH
6556,over,660,1280,1194,21
6556,over,,,1194,21
6556,over,570,970,1062,15
6556,over,,,1112,17
17251,over,,,791,7
16686,over,400,890,1152,17
918,over,,,1434,34
2235,under,,,893,9
6525,over,,,791,7
22332,over,420,670,791,7
22332,over,,,791,7
22332,over,,,791,7
22332,over,,,845,8
11513,over,,,845,8
22332,over,,,791,7
22332,over,,,791,7
11513,over,380,770,893,9
11513,over,,,845,8
7444,over,430,880,1043,13
918,over,230,710,1010,12
22332,under,,,845,8
12930,over,,,791,7
2235,over,,,791,7
11513,under,,,975,11
11529,under,,,728,6
17251,over,,,728,6
22332,under,,,791,7
2235,over,,,791,7
6556,over,,,1006,13
14987,over,970,1650,1702,26
14987,over,,,1681,25
14987,over,830,1310,1510,18
14987,over,,,1721,27
14987,over,,,1638,23
14987,over,940,1700,1660,24
14987,over,,,1510,18
14987,over,1020,1560,1565,20
14987,over,,,1340,13
14987,over,1040,1650,1414,15
6591,over,,,821,9
6591,under,,,670,6
6591,over,,,821,9
6591,under,,,670,6
6591,over,,,959,13
6591,under,,,777,8
6591,under,,,727,7
6591,over,,,929,12
6591,under,,,670,6
6591,over,,,821,9
6591,over,,,727,7
17251,under,,,728,6
6512,over,,,1127,16
6512,over,,,1127,16
6476,over,,,975,11
6525,over,,,1197,19
6525,over,,,1010,12
6512,over,,,1197,19
22332,over,470,840,893,9
22332,over,,,728,6
6512,over,,,1197,19
6525,over,530,960,975,11
22332,over,400,750,728,6
918,over,,,728,6
6512,over,,,1175,18
6512,over,930,1500,1238,21
6525,over,,,1073,14
6525,under,,,728,6
6525,over,,,893,9
22332,over,,,893,9
6525,over,,,1073,14
6512,over,,,1073,14
6512,over,,,893,9
8931,over,,,975,11
6512,over,,,1101,15
6512,over,,,1101,15
6512,over,,,1369,29
8931,over,,,1175,18
6512,over,,,1073,14
11033,under,,,791,7
11033,under,,,845,8
11033,over,,,1309,25
6525,over,,,1152,17
14994,over,,,1659,32
15036,over,620,1010,1148,11
15036,over,,,1296,15
15036,over,,,1148,11
15036,over,810,1220,1356,17
15036,over,,,1384,18
15036,over,640,1180,1263,14
15036,over,,,1410,19
15036,over,470,1090,1434,20
15036,over,,,1263,14
15036,over,,,1356,17
15036,over,,,1356,17
6591,over,670,1490,1203,25
6591,over,,,929,12
6591,over,,,1232,27
918,over,,,893,9
918,over,,,1309,25
6512,over,760,1270,1152,17
6525,over,,,1175,18
6525,over,,,1101,15
22332,over,,,791,7
11513,over,,,845,8
12930,over,,,1010,12
22332,under,,,893,9
6525,over,,,1127,16
12930,over,,,1043,13
6512,over,,,1152,17
6512,over,630,1200,1073,14
14994,over,,,811,9
14994,over,370,940,1105,20
14994,over,,,885,11
14994,over,,,885,11
14994,over,,,946,13
14994,over,,,849,10
14994,under,,,849,10
6556,over,,,1106,16
6556,over,,,1053,14
6556,over,,,1106,16
6556,over,,,1080,15
6556,over,,,1130,17
6556,over,,,1175,19
14973,over,,,902,9
14973,over,510,1130,1269,22
14973,over,,,985,11
6556,over,,,1153,18
6556,over,,,1023,13
6556,over,,,1106,16
6556,over,,,1080,15
6556,over,,,1080,15
6617,over,490,1090,1143,14
6617,over,,,1039,11
6617,over,,,1201,16
6617,over,,,1275,19
6617,over,,,1143,14
6617,over,,,1111,13
6617,over,,,901,8
6617,over,,,1377,24
6617,over,,,1377,24
6617,over,,,1173,15
6617,over,,,1252,18
6617,over,630,1300,1319,21
6617,over,,,1298,20
6617,over,,,1275,19
6617,over,,,1252,18
6617,over,680,1310,1201,16
6617,over,,,1173,15
6617,over,,,843,7
6617,over,,,1039,11
6617,over,,,1252,18
6617,over,,,1227,17
6617,over,,,1173,15
6617,over,620,1370,1252,18
6617,over,,,1201,16
14973,under,,,736,6
14973,over,,,1112,15
14973,over,,,945,10
14973,over,570,1100,1139,16
14973,over,,,985,11
14973,over,,,945,10
6617,over,,,1201,16
6617,over,,,952,9
6617,over,,,1173,15
6617,over,600,1380,1339,22
6617,over,,,1252,18
6617,over,,,1201,16
14987,over,,,1039,13
14987,over,390,1070,1069,14
14987,over,,,971,11
14987,over,,,1097,15
14987,over,,,1069,14
14987,over,,,1006,12
14987,over,,,932,10
14987,over,,,890,9
14987,over,,,1039,13
14994,over,590,1090,1045,17
14994,over,,,811,9
14994,under,,,849,10
14994,over,,,917,12
14994,over,,,999,15
6556,over,,,1215,21
6591,over,610,1110,1053,14
6556,over,,,1175,19
6556,over,,,1153,18
6556,over,450,970,957,11
6556,over,,,1130,17
6556,over,,,1130,17
6617,over,580,1380,1319,21
6617,over,760,1310,1275,19
6617,over,,,1319,21
6617,over,860,1290,1227,17
6617,over,,,1227,17
6617,over,,,1227,17
6617,over,,,1173,15
6617,over,,,1298,20
6617,over,,,1252,18
6617,over,,,1143,14
6617,over,,,1252,18
6617,over,,,1394,25
6617,over,,,1298,20
6617,over,,,1428,27
14987,over,,,1039,13
14987,over,,,1097,15
14987,over,,,1252,22
14987,over,,,1039,13
14987,over,880,1250,1123,16
14987,over,,,1213,20
14987,over,810,1130,932,10
14987,over,,,1147,17
14987,over,,,1170,18
14987,over,,,1170,18
14994,over,,,1045,17
14994,over,660,810,946,13
14994,over,620,1210,1105,20
14994,over,,,917,12
14994,over,,,1045,17
14994,over,,,999,15
14994,over,710,1040,1066,18
14994,over,,,1105,20
14994,over,,,1216,27
14994,over,,,974,14
14994,over,,,885,11
14994,over,,,885,11
14994,under,,,767,8
14994,over,,,885,11
14994,over,,,1105,20
14994,over,,,917,12
14994,over,,,849,10
14994,over,,,946,13
14994,over,390,870,849,10
14994,over,,,1045,17
14994,over,,,974,14
14994,over,,,946,13
14994,over,,,999,15
14994,over,,,946,13
6556,over,,,1153,18
6556,over,170,1230,1251,23
6591,over,,,1080,15
6617,over,,,1111,13
6617,over,430,1130,1275,19
6617,over,,,1275,19
6617,over,,,1111,13
6617,over,,,1076,12
6617,over,,,1227,17
6617,over,,,1201,16
6617,over,,,1275,19
6617,over,,,1227,17
6617,over,,,1201,16
6617,over,,,1111,13
6617,over,,,1252,18
6617,over,,,1076,12
6617,over,570,970,1039,11
6617,over,,,1298,20
6617,over,,,1252,18
6617,over,,,997,10
6617,over,320,1120,1201,16
6617,over,,,1201,16
6617,over,,,1252,18
14987,over,,,1039,13
14987,over,,,788,7
14987,over,,,1069,14
14987,over,,,1006,12
14987,over,,,971,11
14987,over,480,920,1039,13
14987,over,,,890,9
6617,over,210,1030,1111,13
14987,over,,,890,9
14994,over,,,917,12
14994,over,,,849,10
14994,over,,,999,15
14994,over,,,849,10
14994,over,,,999,15
14994,over,,,1023,16
14994,over,,,885,11
14994,over,,,1023,16
14994,over,,,999,15
14994,over,,,974,14
14994,over,370,970,999,15
14994,over,,,885,11
14994,over,,,811,9
14994,over,460,1310,1141,22
14994,over,,,1105,20
14994,over,,,946,13
14994,over,,,885,11
14994,over,,,917,12
14994,over,,,885,11
14994,over,,,999,15
14994,over,,,1045,17
14994,over,,,811,9
14994,over,,,849,10
14994,over,,,974,14
14994,over,,,917,12
14994,over,,,811,9
14994,over,,,946,13
6556,over,,,1053,14
6556,over,,,830,8
6591,over,,,991,12
6556,over,,,991,12
6556,over,,,1130,17
6556,over,,,991,12
14973,over,,,985,11
14973,over,580,1210,1187,18
14987,over,780,1350,1335,27
14964,over,,,1436,33
14987,over,,,1377,30
14987,over,510,980,1170,18
14987,over,,,1233,21
14987,over,,,1391,31
14964,over,,,1410,31
14964,over,,,1383,29
14964,over,,,1112,15
14973,over,,,1163,17
14973,over,380,1270,1250,21
14964,over,900,1410,1383,29
14964,over,980,1340,1230,20
22332,under,,,776,7
11717,under,,,919,10
6952,over,310,910,919,10
6952,over,,,1195,20
6952,over,,,1215,21
6952,over,,,1153,18
6952,under,,,830,8
6952,under,,,877,9
6952,under,,,830,8
6517,over,510,1610,1344,29
6952,over,,,1080,15
6952,over,,,1053,14
6476,over,,,1023,13
6476,over,650,1010,1175,19
6952,over,,,1175,19
16671,over,,,1053,14
6517,over,,,1195,20
6952,over,,,1130,17
6952,over,,,1023,13
6952,over,370,910,1053,14
6952,over,350,1230,1268,24
22332,under,,,919,10
6952,over,,,957,11
6952,over,,,991,12
6512,over,400,850,964,15
6512,over,,,820,10
6512,over,,,939,14
6512,over,610,1440,1100,22
6512,over,470,1250,987,16
6512,under,180,310,820,10
6512,over,630,1060,1029,18
6476,under,,,631,6
6476,under,,,631,6
6476,under,,,631,6
1959,over,,,876,12
1959,over,,,733,8
1959,under,,,733,8
1959,under,520,620,733,8
6476,under,,,733,8
6512,over,,,1009,17
6512,over,760,1160,939,14
6512,over,580,890,853,11
6512,under,,,638,6
6512,under,,,740,8
6512,over,,,1084,21
6512,over,,,1084,21
6512,over,460,940,1009,17
6512,over,320,680,987,16
6476,over,,,1333,17
6512,over,1190,1680,1536,21
6476,over,,,1551,27
6591,over,,,1242,14
6517,over,690,1300,1476,23
6476,over,,,1476,23
6525,over,720,1680,1360,18
12930,under,,,935,8
12930,over,,,1529,30
12930,under,,,1035,10
12930,over,,,1186,14
12930,over,,,988,9
12930,over,840,1620,1246,16
12930,under,,,805,6
12930,over,590,940,1035,10
12930,over,,,988,9
12930,under,,,805,6
6512,over,1010,1650,1663,27
6512,over,,,1429,17
6512,over,,,1429,17
6512,over,880,1540,1716,30
6512,over,,,1559,22
6512,over,,,1603,24
6512,over,,,1399,16
6512,over,,,1254,12
6512,over,540,1740,1779,34
6512,over,790,1490,1644,26
6512,over,1010,1630,1294,13
6512,over,,,1644,26
6476,over,,,1515,25
6476,over,900,1610,1410,20
6476,over,,,1724,39
6476,over,,,1476,23
6476,over,,,1770,43
12930,over,230,870,1153,13
12930,under,,,1078,11
6512,over,430,1840,1733,31
6512,over,560,1680,1699,29
6512,over,1140,1690,1366,15
6512,over,220,1670,1399,16
6512,over,,,1294,13
6512,over,620,1650,1603,24
6512,over,440,1640,1582,23
6512,over,810,1670,1663,27
6512,over,,,1681,28
6512,over,,,1485,19
6512,over,,,1749,32
6512,over,590,1440,1779,34
6512,over,,,1794,35
6512,over,530,1680,1716,30
12930,under,,,935,8
6512,over,380,1470,1582,23
6512,over,,,1716,30
6512,over,680,1390,1485,19
6512,over,,,1848,39
6512,over,,,1644,26
6512,over,910,1420,1429,17
6512,over,,,1749,32
14994,over,,,1130,10
6525,over,400,1730,1673,35
6517,over,800,1110,1207,13
6517,over,,,1631,32
6517,over,,,1533,26
6517,over,380,1130,1515,25
1959,over,,,1207,13
1959,over,,,1242,14
6591,over,,,1207,13
1959,under,,,1207,13
1959,over,1040,1540,1433,21
6476,under,,,916,7
1959,over,,,1207,13
6591,over,,,1386,19
12930,over,540,1180,1186,14
12930,over,,,988,9
12930,over,600,1090,1117,12
12930,over,,,1186,14
12930,under,,,805,6
12930,over,,,1429,24
12930,under,,,875,7
6512,over,600,1590,1681,28
17335,under,,,1071,9
15014,over,820,1670,1589,25
15014,over,,,1479,20
15014,over,,,1503,21
15014,over,,,1526,22
15014,over,,,1608,26
15014,over,820,1580,1503,21
15014,over,840,1380,1453,19
15014,over,900,1620,1662,29
15014,over,,,1662,29
15014,over,,,1427,18
15014,over,,,1427,18
15014,over,,,1569,24
15014,over,590,1710,1627,27
15014,under,,,1227,12
15014,over,,,1526,22
15014,over,870,1390,1337,15
15014,over,820,1730,1711,32
15014,over,,,1548,23
15014,over,740,1540,1399,17
15014,over,,,1427,18
15014,over,,,1369,16
15014,over,,,1608,26
15014,over,,,1303,14
15014,over,,,1184,11
15014,over,,,1369,16
15014,over,,,1911,48
15014,over,,,1695,31
15014,over,,,1809,39
15014,over,,,1479,20
15014,over,,,1453,19
15014,over,,,1479,20
15014,over,,,1526,22
15014,over,,,1589,25
15014,over,890,1610,1548,23
15014,over,,,1453,19
15014,over,,,1337,15
15014,over,,,1679,30
15014,over,,,1369,16
15014,over,,,1427,18
15014,over,,,1266,13
15014,over,,,1679,30
15014,over,,,1589,25
15014,over,,,1548,23
15014,over,,,1266,13
15014,over,,,1569,24
15014,over,,,1503,21
15014,over,,,1026,8
15014,over,,,1303,14
15014,over,,,1369,16
15014,over,,,1608,26
15014,over,,,1526,22
15014,over,,,1303,14
15014,under,,,960,7
15014,over,,,1427,18
15014,over,,,1479,20
15014,over,,,1453,19
15014,over,,,1503,21
15014,over,,,1453,19
15014,over,,,960,7
15014,over,,,884,6
15014,over,,,1137,10
15014,over,,,1741,34
15014,over,,,1726,33
15014,under,,,1627,27
15014,over,,,1711,32
15014,over,,,1608,26
15014,over,,,1303,14
2024,over,290,860,948,7
17335,under,,,948,7
15014,over,,,1337,15
15014,over,,,1337,15
15014,over,,,1369,16
15014,over,,,1503,21
15014,over,,,1479,20
15014,over,,,1369,16
15014,under,,,884,6
15014,over,,,1399,17
15014,over,780,1090,1303,14
2024,over,,,1013,8
2024,under,,,873,6
15014,over,,,1337,15
15014,over,,,1548,23
15014,over,710,1180,1369,16
15014,over,610,1540,1608,26
15014,over,,,1608,26
15014,over,820,1490,1479,20
15014,over,,,1399,17
15014,over,,,1266,13
15014,over,,,1369,16
15014,over,,,1184,11
15014,over,,,1337,15
15014,over,800,1580,1569,24
15014,over,,,1679,30
15014,over,,,1084,9
15014,over,,,1679,30
15014,over,,,1453,19
15014,over,,,1589,25
15014,under,,,884,6
15014,over,,,1084,9
15014,over,,,1337,15
15014,over,,,1453,19
15014,over,,,1453,19
15014,over,780,1650,1526,22
15014,over,,,1266,13
15014,over,,,1399,17
15014,over,,,1769,36
15014,over,,,1783,37
15014,over,,,1589,25
15014,over,,,1526,22
15014,over,,,1137,10
15014,over,850,1310,1184,11
15014,over,,,1266,13
15014,over,,,1569,24
15014,over,950,1550,1679,30
15014,over,,,1337,15
15014,over,,,1369,16
15014,over,750,1230,1427,18
15014,over,,,1479,20
15014,over,,,1369,16
15014,over,,,1479,20
15014,over,,,1369,16
15014,over,,,1427,18
15014,over,,,1608,26
15014,over,,,1503,21
15014,over,,,1184,11
15014,over,,,1662,29
15014,over,,,1399,17
15014,over,,,1399,17
15014,over,640,1530,1741,34
15014,over,,,1679,30
15014,over,,,1337,15
15014,over,,,1137,10
15014,over,,,1137,10
15014,over,,,1137,10
15014,over,,,1337,15
15014,over,,,1569,24
15014,over,,,1526,22
15014,over,,,1266,13
15014,over,,,1608,26
15014,over,,,1399,17
15014,over,,,1026,8
15014,over,,,1399,17
15014,over,,,1453,19
15014,over,,,1548,23
15014,under,,,1503,21
15014,under,,,1026,8
15014,over,850,1610,1589,25
15014,over,,,1569,24
15014,over,,,1695,31
15014,over,,,1796,38
15014,over,,,1679,30
15014,over,,,1627,27
15014,over,,,1526,22
15014,over,,,1369,16
15014,over,,,1726,33
15014,over,,,1627,27
15014,over,,,1569,24
15014,over,590,1240,1337,15
15014,over,480,1370,1266,13
15014,over,,,1369,16
15014,over,,,1427,18
15014,under,,,960,7
15014,over,,,1184,11
15014,under,,,1084,9
15014,over,,,1303,14
15014,over,690,1610,1548,23
15014,over,,,1453,19
15014,over,,,1427,18
15014,over,,,1589,25
15014,over,,,1569,24
15014,over,,,1645,28
15014,under,,,1026,8
15014,over,,,1303,14
11513,under,,,948,7
15014,over,,,1589,25
15014,over,590,1630,1627,27
15014,over,,,1645,28
15014,under,,,1084,9
15014,over,600,1550,1695,31
15014,over,,,1548,23
15014,over,,,1868,44
15014,over,,,1833,41
15014,over,,,1337,15
15014,over,,,1921,49
15014,over,,,1303,14
15014,over,,,1695,31
15014,over,,,1711,32
15014,over,820,1540,1503,21
15014,under,,,1084,9
15014,over,,,1453,19
15014,over,,,1845,42
15014,under,,,1084,9
15014,over,,,1266,13
15014,over,,,1266,13
15014,over,,,1427,18
15014,over,,,1726,33
15014,over,,,1548,23
15014,over,,,1137,10
15014,over,,,1868,44
15014,over,,,1569,24
15014,over,820,1680,1741,34
15014,over,,,1227,12
15014,over,710,1540,1399,17
15014,under,,,960,7
15014,over,,,1479,20
15014,over,780,1540,1453,19
15014,over,,,1741,34
15014,over,,,1695,31
15014,over,,,1479,20
15014,over,,,1399,17
11689,under,,,1071,9
11689,under,,,948,7
11689,under,,,1013,8
11689,under,,,1071,9
15014,over,,,1227,12
15014,over,,,1479,20
15014,over,,,1726,33
15014,over,,,1337,15
15014,over,,,1645,28
15014,over,,,1741,34
15014,over,,,1526,22
15014,over,,,1548,23
15014,over,,,1589,25
15014,over,,,1931,50
15014,over,,,1526,22
15014,over,,,1548,23
15014,over,,,1399,17
15014,over,,,1569,24
15014,over,,,1503,21
15014,over,,,1453,19
15014,over,,,1627,27
15014,over,,,1399,17
15014,over,,,1662,29
15014,over,,,1711,32
15014,over,830,1330,1369,16
15014,over,,,1608,26
15014,over,,,1627,27
15014,over,,,1726,33
22332,over,,,1320,15
22332,under,,,1122,10
22332,over,,,1211,12
22332,under,,,873,6
22332,under,,,948,7
15014,over,,,1337,15
15014,over,,,1369,16
15014,over,,,1711,32
15014,under,,,1755,35
15014,over,,,1503,21
15014,over,720,1390,1427,18
15014,over,680,1610,1479,20
15014,over,840,1580,1569,24
15014,over,,,1227,12
15014,over,740,1710,1769,36
15014,over,,,1662,29
15014,over,,,1137,10
15014,over,810,1690,1608,26
15014,over,,,1337,15
15014,over,,,1503,21
15014,over,,,1548,23
11556,over,430,790,1484,21
11556,over,,,1588,26
11556,over,,,1351,16
11556,over,,,1351,16
6577,under,,,948,7
15014,over,950,1630,1526,22
15014,under,,,1399,17
15014,over,,,1868,44
15014,over,640,1710,1645,28
15014,over,,,1137,10
15014,over,,,1726,33
15014,over,,,1526,22
15014,under,,,1084,9
15014,over,,,1526,22
15014,over,,,1755,35
15014,over,,,1569,24
15014,over,,,1627,27
15014,over,,,1679,30
15014,over,,,1783,37
15014,over,,,1726,33
15014,over,,,1769,36
15014,under,,,1227,12
15014,over,,,1695,31
15014,under,,,1026,8
15014,over,,,1769,36
15014,over,,,1627,27
15014,over,710,1680,1679,30
15014,over,,,1796,38
15014,over,,,1453,19
15014,over,,,1503,21
15014,over,,,1303,14
15014,over,,,1503,21
15014,over,,,1608,26
15014,over,,,1833,41
15014,over,,,1627,27
15014,over,,,1796,38
15014,over,,,1608,26
14953,over,,,,37
15036,over,,,785,7
6476,over,540,1160,1250,16
6512,over,,,807,6
6512,over,240,1040,1038,10
15036,over,,,968,11
15036,over,350,640,929,10
15036,over,340,820,968,11
15036,over,470,700,839,8
15036,over,160,370,785,7
15036,over,,,839,8
6591,over,770,1530,1455,11
6591,over,,,1181,7
6591,over,520,1030,1181,7
6591,over,570,1250,1334,9
6591,over,540,1080,1262,8
15036,over,,,968,11
15036,over,,,887,9
15036,over,,,785,7
15036,over,,,839,8
15036,over,,,929,10
15003,over,,,1167,18
15036,over,,,887,9
15036,over,,,839,8
15036,over,,,1003,12
15036,over,,,839,8
17234,over,,,877,7
17232,over,,,807,6
11513,over,,,1081,11
6476,over,,,877,7
15036,over,,,1003,12
15036,over,,,968,11
15036,over,,,929,10
15036,over,,,785,7
15036,over,,,839,8
15036,over,,,929,10
15036,over,,,785,7
15036,over,,,887,9
15036,over,,,785,7
6512,over,780,1280,1350,20
17234,over,,,937,8
17234,over,,,877,7
17234,over,,,990,9
17234,over,,,937,8
17234,over,,,937,8
17234,over,200,720,937,8
17234,over,,,990,9
17234,over,500,740,1038,10
12904,over,,,990,9
6476,over,690,1500,1081,11
6476,over,,,1350,20
6512,over,,,1038,10
6512,over,,,1038,10
22332,over,,,877,7
22332,over,,,937,8
6512,over,,,1156,13
22332,over,,,937,8
6512,over,900,1440,1221,15
15036,over,520,1280,1065,14
15036,over,730,1030,929,10
15036,over,800,1350,968,11
15036,over,,,968,11
15036,over,,,1003,12
15036,over,,,1003,12
15036,over,,,968,11
15036,over,,,929,10
15036,over,,,929,10
15036,over,620,1040,929,10
15036,over,,,929,10
15036,over,,,785,7
15036,over,,,839,8
15036,over,530,960,887,9
15036,over,,,968,11
15036,over,,,929,10
15036,over,,,723,6
15036,over,,,887,9
15036,over,,,929,10
15036,over,,,929,10
15036,over,,,839,8
6591,over,840,1590,1262,8
15036,over,,,1003,12
15036,over,,,1035,13
15036,over,,,785,7
15036,over,,,887,9
15036,over,,,1003,12
15036,over,,,723,6
15036,over,,,887,9
15036,over,,,1003,12
15036,over,,,1003,12
15036,over,,,929,10
15036,over,,,968,11
15036,over,,,887,9
15036,over,,,1003,12
15036,over,,,1003,12
15036,over,,,785,7
14987,over,880,1520,1674,28
14987,over,,,1674,28
14987,over,810,1680,1479,19
14987,over,970,1810,1725,31
14987,over,1000,1860,1553,22
14987,over,,,1741,32
14987,over,,,1423,17
14987,over,,,1708,30
14987,over,740,1480,1596,24
14994,over,,,1718,37
14994,over,690,1280,1425,20
14994,over,,,1585,28
14994,over,520,1350,1633,31
14994,over,700,1220,1568,27
1959,over,570,1620,1565,28
6476,over,,,1330,17
14987,over,,,1708,30
14987,over,,,1877,42
834,over,480,1250,1272,15
6512,over,,,1383,19
17064,under,,,914,7
6512,over,,,1081,10
9580,over,,,1628,32
9580,over,,,1766,43
19592,over,,,1530,26
9580,over,,,1828,49
11717,over,,,1548,27
11513,under,,,976,8
6617,over,,,1492,24
9580,over,,,1766,43
14994,over,670,1440,1633,31
6476,under,,,914,7
17064,under,,,914,7
17064,under,,,1032,9
14987,over,,,1452,18
14987,over,,,1529,21
14987,over,,,1553,22
14987,over,,,1553,22
14987,over,,,1553,22
14987,over,,,1393,16
14987,over,,,1423,17
14987,over,,,1655,27
14987,over,,,1529,21
14987,over,,,1505,20
17064,under,,,1032,9
22415,under,,,1081,10
11520,under,,,914,7
6476,over,440,860,1272,15
6476,over,,,976,8
14987,over,860,1460,1393,16
14987,over,,,1479,19
14987,over,,,1393,16
14987,over,870,1500,1452,18
14987,over,,,1360,15
14987,over,,,1325,14
14987,over,,,1596,24
14987,over,,,1288,13
14987,over,,,1288,13
14987,over,,,1393,16
14987,over,,,1479,19
14987,over,,,1452,18
14987,over,840,1460,1529,21
14987,over,,,1529,21
14987,over,,,1800,36
14987,over,860,1320,1423,17
14987,over,,,1248,12
14987,over,,,1325,14
14987,over,,,1423,17
14987,over,,,1529,21
14987,over,,,1575,23
14987,over,930,1530,1637,26
14994,over,,,1633,31
14994,under,,,852,6
14994,over,,,1425,20
14994,over,,,1730,38
14987,over,760,1300,1325,14
14987,over,,,1637,26
14987,over,700,1480,1575,23
14987,over,550,1490,1505,20
14987,over,,,1617,25
14987,over,,,1360,15
14987,over,,,1360,15
14987,over,,,1248,12
14994,over,,,1155,18
2024,over,,,809,15
14994,over,,,920,10
14994,over,,,1177,19
14994,over,710,1210,1108,16
14994,over,470,850,958,11
14994,over,,,1253,23
14994,over,,,1155,18
14994,over,570,760,1025,13
14994,over,,,1236,22
14994,over,,,1108,16
14994,over,,,1025,13
